result_0,idxs_0,citations_0,class_0,result_1,idxs_1,citations_1,class_1,result_2,idxs_2,citations_2,class_2,id,enhanced,top_reason,top_order,enh_html_len,e_0,e_1,e_2,e_3,e_4,enh_html_len_cs
"Ramucirumab had little effect on the tumor, leading to a switch to IRIS plus ramucirumab therapy.",[2],"['15 cycles of IRIS plus bevacizumab were started and continued for 10 months. However, because this treatment had little effect on the tumor, IRIS plus ramucirumab therapy was initiated 1 month later, at 77 years old. Twenty days after starting treatment,']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""Ramucirumab had little effect on the tumor, leading to a switch to IRIS plus ramucirumab therapy."",""source_id"":[2]}]}",clinical trial,[0],['This investigation was conducted in accordance with the Declaration of Helsinki. The patient gave her informed consent for this case report to be published.\n The authors state that they have no Conflict of Interest (COI).'],"{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[0]}]}",NP,[],[],"{""fieldresult"":[{""name"":""Num participants"",""value"":""NP"",""source_id"":[]}]}",35569979,"{""enhanced_ver"":""Ramucirumab had little effect on the tumor, leading to a switch to IRIS plus ramucirumab therapy (clinical trial)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence does not meta-comment on the lack of effectiveness description; it directly describes the observed low effectiveness."",""The sentence is specifically about the effectiveness of Ramucirumab on Colorectal cancer."",""The sentence is specific enough for experts, including the observed outcome and study type."",""The sentence offers actionable insight for oncologists regarding treatment switching based on observed low effectiveness."",""The study type is a clinical trial, which is assigned priority level 1.""]}",,999,137,-1,1,1,1,1,4678
"FOLFIRI plus Ram therapy was administered for a long time, but the patient eventually died due to disease progression.",[4],"['1 year, 21 courses)of the drugs was possible with withdrawal. The patient died due to disease progression 66 months after recurrence. We experienced a case in which FOLFIRI plus Ram therapy after salvage line could be administered for a quite long time.']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""FOLFIRI plus Ram therapy was administered for a long time, but the patient eventually died due to disease progression."",""source_id"":[4]}]}",clinical trial,[6],"['We herein report a case of lung metastases from rectal cancer treated with FOLFIRI plus ramucirumab(Ram)therapy after salvage for a long time. A 44-year-old woman underwent low anterior resection for rectal cancer. Fifteen months after the surgery,']","{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[6]}]}",1,[0],"['We herein report a case of lung metastases from rectal cancer treated with FOLFIRI plus ramucirumab(Ram)therapy after salvage for a long time. A 44-year-old woman underwent low anterior resection for rectal cancer. Fifteen months after the surgery,']","{""fieldresult"":[{""name"":""Num participants"",""value"":""1"",""source_id"":[0]}]}",31631153,"{""enhanced_ver"":""FOLFIRI plus Ram therapy was administered for a long time, but the patient eventually died due to disease progression (case report; 1 patient)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""2""],""rationale"":[""The sentence does not describe the effectiveness of Ramucirumab as being low or absent; it describes an outcome of treatment in a specific case."",""The sentence is about the effectiveness of Ramucirumab on Colorectal cancer, as the patient had lung metastases from rectal cancer."",""The sentence is specific enough for experts, mentioning the treatment, outcome, study type, and number of patients."",""The sentence offers actionable insight for oncologists, showing that even long-term treatment with FOLFIRI plus Ram may not prevent disease progression in some cases."",""The study type is a case report with 1 patient, which corresponds to priority level 2.""]}",,999,166,-1,1,1,1,2,9081
Ramucirumab combined with FOLFIRI regimen was studied in metastatic colorectal cancer patients.,"[0, 8]","['Tabernero and co-authors published the results of a phase III RAISE study. It compared the effects of ramucirumab combined with the FOLFIRI regimen (leucovorin, fluorouracil and irinotecan) and FOLFIRI alone. A total of 1072 patients with metastatic', 'fluorouracil and irinotecan) and FOLFIRI alone. A total of 1072 patients with metastatic colorectal cancer and disease progression during or after first-line treatment (bevacizumab, oxaliplatin and fluoropyrimidine) were enrolled in the study. Patients']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""Ramucirumab combined with FOLFIRI regimen was studied in metastatic colorectal cancer patients."",""source_id"":[0,8]}]}",clinical trial,[0],"['al. (a randomised, controlled, phase III, double-blind trial), patients with confirmed, inoperable, previously untreated stage III or IV melanoma without BRAF mutation were enrolled: 418 patients were allocated to two groups: I (n = 210), nivolumab was']","{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[0]}]}",1072 patients with metastatic colorectal cancer were treated with Ramucirumab in the study,[2],"['fluorouracil and irinotecan) and FOLFIRI alone. A total of 1072 patients with metastatic colorectal cancer and disease progression during or after first-line treatment (bevacizumab, oxaliplatin and fluoropyrimidine) were enrolled in the study. Patients']","{""fieldresult"":[{""name"":""Num participants"",""value"":""1072 patients with metastatic colorectal cancer were treated with Ramucirumab in the study"",""source_id"":[2]}]}",33924827,"{""enhanced_ver"":""Ramucirumab combined with FOLFIRI regimen was studied in metastatic colorectal cancer patients (clinical trial; 1072 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence does not comment on the lack of effectiveness; it describes the study's focus."",""The sentence is specifically about the effectiveness of Ramucirumab in colorectal cancer."",""The sentence is specific enough for experts, mentioning the study type and number of patients."",""The sentence provides actionable insights for oncologists regarding treatment options in metastatic colorectal cancer."",""The study is a clinical trial with more than one patient, which is level 1.""]}","{""id"":27,""decision"":""YES"",""reasoning"":""Result 27 provides a large clinical trial result (1072 patients) on ramucirumab plus FOLFIRI, which is highly valuable for understanding its efficacy in a broad patient population.""}",9,150,-1,1,1,1,1,4828
"The safety and efficacy of ramucirumab plus FOLFIRI for the treatment of mCRC are largely based on clinical trials, but real-world outcomes are limited.",[0],"['used as an initial dose in clinical practice. However, the safety and efficacy of ramucirumab plus FOLFIRI for the treatment of mCRC are largely based on clinical trials, and real-world treatment outcomes are limited.']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""The safety and efficacy of ramucirumab plus FOLFIRI for the treatment of mCRC are largely based on clinical trials, but real-world outcomes are limited."",""source_id"":[0]}]}","single-arm, prospective, multicenter, non-interventional, observational study",[0],"['This was a single-arm, prospective, multicenter, non-interventional, observational study in patients with mCRC who were administered ramucirumab plus FOLFIRI under routine clinical practice. The study was conducted between December 2016 and April 2020.']","{""fieldresult"":[{""name"":""Type of study"",""value"":""single-arm, prospective, multicenter, non-interventional, observational study"",""source_id"":[0]}]}",NP,[],[],"{""fieldresult"":[{""name"":""Num participants"",""value"":""NP"",""source_id"":[]}]}",37103777,"{""enhanced_ver"":""The safety and efficacy of ramucirumab plus FOLFIRI for the treatment of mCRC are largely based on clinical trials, but real-world outcomes are limited (single-arm, prospective, multicenter, non-interventional, observational study)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""2""],""rationale"":[""The sentence is not a meta comment on how effectiveness was not described; it explicitly mentions the basis of effectiveness in clinical trials and the lack of real-world data."",""The sentence is specifically about the effectiveness of ramucirumab on colorectal cancer (mCRC)."",""The sentence is specific enough for experts, mentioning the study type and context of real-world outcomes."",""The sentence offers actionable insights for oncologists by highlighting the reliance on clinical trials and the limited real-world data."",""The study type is a non-interventional observational study, which is categorized as level 2.""]}",,999,255,-1,1,1,1,2,9336
Ramucirumab plus FOLFIRI is an effective second-line treatment after anti-EGFR antibody-containing first-line therapy in RAS wild-type and left-sided mCRC.,[3],"['Our study demonstrated prospectively that RAM plus FOLFIRI is an effective second-line treatment after anti-EGFR antibody-containing first-line therapy in RAS wild-type and left-sided mCRC. Furthermore, the results were similar for patients who were']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""Ramucirumab plus FOLFIRI is an effective second-line treatment after anti-EGFR antibody-containing first-line therapy in RAS wild-type and left-sided mCRC."",""source_id"":[3]}]}",clinical trial,"[0, 1, 3]","['antibody-containing first-line chemotherapy; in particular, 95% of the patients in this study were left-sided primary cases. To the best of our knowledge, this is the first clinical and prospective trial to demonstrate the efficacy of second-line', 'The present study has several limitations. This study is a single-arm non-randomized trial. At this time, there are no comparative studies of anti-VEGF antibody drugs such as bevacizumab, aflibercept, and RAM in second-line treatment after first-line', 'In conclusion, this study is the first prospective trial to demonstrate the efficacy of anti-VEGF antibody combination chemotherapy as second-line therapy after first-line combination chemotherapy with anti-EGFR antibody in patients with RAS wild-type']","{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[0,1,3]}]}",Ninety-two patients were enrolled in the study,[6],['Ninety-two patients were enrolled in the study between October 2018 and December 2020. A safety analysis was carried out on all patients before initiation of treatment. One patient did not receive anti-EGFR antibody as first-line therapy and was excluded'],"{""fieldresult"":[{""name"":""Num participants"",""value"":""Ninety-two patients were enrolled in the study"",""source_id"":[6]}]}",37703596,"{""enhanced_ver"":""Ramucirumab plus FOLFIRI is an effective second-line treatment after anti-EGFR antibody-containing first-line therapy in RAS wild-type and left-sided mCRC (clinical trial; 92 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence directly describes the effectiveness of Ramucirumab in treating Colorectal cancer and does not comment on the lack of effectiveness."",""The sentence is specifically about the effectiveness of Ramucirumab on Colorectal cancer, not another condition."",""The sentence is detailed enough for experts, including the study type and number of patients."",""The sentence provides actionable insights for practicing oncologists regarding the use of Ramucirumab in specific patient populations."",""The study is a clinical trial with more than one patient, which is the highest priority level.""]}",,999,208,-1,1,1,1,1,5036
"FOLFIRI plus RAM showed significantly shorter time to first subsequent therapy (TFST) with an adjusted hazard ratio of 1.40 (95% CI, 1.26-1.56; P < .001).",[4],"['shorter with FOLFIRI plus RAM (adjusted hazard ratio [HR], 1.40; 95% confidence interval [CI], 1.26-1.56; P < .001) and FOLFIRI plus AFL (HR, 1.34; 95% CI, 1.09-1.66; PÂ\xa0=Â\xa0.002), and significantly longer with IRIS plus BEV (HR, 0.80; 95% CI, 0.70-0.92;']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""FOLFIRI plus RAM showed significantly shorter time to first subsequent therapy (TFST) with an adjusted hazard ratio of 1.40 (95% CI, 1.26-1.56; P < .001)."",""source_id"":[4]}]}",retrospective study,"[0, 1]","['metastatic colorectal cancer (mCRC). PATIENTS AND METHODS: This retrospective study evaluated the efficacy and safety of fluorouracil and irinotecan (FOLFIRI) plus ramucirumab (RAM); FOLFIRI plus aflibercept (AFL); irinotecan and S-1 (IRIS) plus', 'BACKGROUND: Combination therapy comprised of fluoropyrimidine plus irinotecan with an angiogenesis inhibitor is widely used as a second-line treatment for metastatic colorectal cancer (mCRC). PATIENTS AND METHODS: This retrospective study evaluated the']","{""fieldresult"":[{""name"":""Type of study"",""value"":""retrospective study"",""source_id"":[0,1]}]}","3,136 patients assessed",[2],"['outcomes were time to first subsequent therapy (TFST), overall survival (OS), and safety. RESULTS: Among 3,136 patients assessed, TTF was significantly shorter with FOLFIRI plus RAM (adjusted hazard ratio [HR], 1.40; 95% confidence interval [CI],']","{""fieldresult"":[{""name"":""Num participants"",""value"":""3,136 patients assessed"",""source_id"":[2]}]}",33875364,"{""enhanced_ver"":""FOLFIRI plus RAM showed significantly shorter time to first subsequent therapy (TFST) with an adjusted hazard ratio of 1.40 (95% CI, 1.26-1.56; P < .001) (retrospective study; 3,136 patients assessed)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""2""],""rationale"":[""The sentence directly describes the effectiveness of Ramucirumab in Colorectal cancer without being a meta-comment on its lack of effectiveness."",""The sentence is specifically about the effectiveness of Ramucirumab on Colorectal cancer and not on another condition."",""The sentence is specific enough for experts, including the adjusted hazard ratio and statistical significance."",""The sentence provides actionable insights for oncologists regarding the TFST in Colorectal cancer patients treated with FOLFIRI plus RAM."",""The study type is a retrospective study with 3,136 patients, which corresponds to priority level 2.""]}",,999,224,-1,1,1,1,2,9560
Ramucirumab was used in combination with FOLFIRI as second-line treatment for metastatic colorectal cancer.,[0],"['group), FOLFIRI plus ramucirumab (RAM group), or FOLFIRI plus aflibercept (AFL group) as the 2L treatment were included. Interactions between pretreatment and treatment groups for progression-free survival (PFS), overall survival (OS), and response rate']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""Ramucirumab was used in combination with FOLFIRI as second-line treatment for metastatic colorectal cancer."",""source_id"":[0]}]}",multicenter prospective observational study,[0],"['colorectal cancer (mCRC) remains unestablished. PATIENTS AND METHODS: In this multicenter prospective observational study, 17 angiogenic factors were analyzed in plasma samples collected at pretreatment and progression stages using a Luminex multiplex']","{""fieldresult"":[{""name"":""Type of study"",""value"":""multicenter prospective observational study"",""source_id"":[0]}]}",283 patients were analyzed in the 2L cohort.,"[0, 7]","['Cox proportional hazards model. RESULTS: From February 2018 to September 2020, 283 patients were analyzed in the 2L cohort. A strong interaction was observed for PFS between BEV and RAM with HGF, sNeuropilin-1, sVEGFR-1, and sVEGFR-3. Interactions for RR', 'and treatment groups for progression-free survival (PFS), overall survival (OS), and response rate (RR) were assessed using the propensity-score weighted Cox proportional hazards model. RESULTS: From February 2018 to September 2020, 283 patients were']","{""fieldresult"":[{""name"":""Num participants"",""value"":""283 patients were analyzed in the 2L cohort."",""source_id"":[0,7]}]}",38331650,"{""enhanced_ver"":""Ramucirumab was used in combination with FOLFIRI as second-line treatment for metastatic colorectal cancer (multicenter prospective observational study; 283 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""2""],""rationale"":[""The sentence does not comment on the lack of effectiveness description; it describes the treatment use."",""The sentence is specifically about the effectiveness of Ramucirumab on colorectal cancer."",""The sentence is specific enough for experts, mentioning the study type and number of patients."",""The sentence provides actionable insights for oncologists regarding treatment use in metastatic colorectal cancer."",""The study is a multicenter prospective observational study, which is classified as level 2.""]}",,999,190,-1,1,1,1,2,9750
"Ramucirumab, a fully humanized IgG-1 monoclonal antibody, has significant improvement for overall survival and progression-free survival in chemotherapy refractory settings.","[0, 5]","['survival in patients with metastatic CRC who are resistant or have progressed to oxaliplatin-based chemotherapy. Ramucirumab, a fully humanized immunoglobulin G1 (IgG-1) monoclonal antibody and regorafenib, a multikinase inhibitor, have significant', 'G1 (IgG-1) monoclonal antibody and regorafenib, a multikinase inhibitor, have significant improvement for overall survival as well as for progression-free survival in chemotherapy refractory settings.']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""Ramucirumab, a fully humanized IgG-1 monoclonal antibody, has significant improvement for overall survival and progression-free survival in chemotherapy refractory settings."",""source_id"":[0,5]}]}",clinical trial,[2],"['Bevacizumab limits its function to preventing the interaction between VEGF-A and VEGFR. In combination with FOLFIRI (VELOUR trial), aflibercept improves survival in patients with metastatic CRC who are resistant or have progressed to oxaliplatin-based']","{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[2]}]}",NP,[],[],"{""fieldresult"":[{""name"":""Num participants"",""value"":""NP"",""source_id"":[]}]}",31608707,"{""enhanced_ver"":""Ramucirumab, a fully humanized IgG-1 monoclonal antibody, has significant improvement for overall survival and progression-free survival in chemotherapy refractory settings (clinical trial)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence does not comment on how the effectiveness was not described; it directly describes the observed effectiveness."",""The sentence is specifically about the effectiveness of Ramucirumab on Colorectal cancer."",""The sentence is specific enough for experts, including details about the type of antibody and outcomes."",""The sentence offers actionable insights for practicing oncologists regarding the use of Ramucirumab in chemotherapy refractory Colorectal cancer."",""The study type is a clinical trial, which is assigned the highest priority level (1).""]}",,999,213,-1,1,1,1,1,5249
"The use of Ramucirumab in clinical practice is still limited, probably due to economic burden and the lack of specific biomarkers.",[4],"[""OPINION: The use of Ramucirumab in clinical practice is still limited, probably due to economic burden and the lack of specific biomarkers. Future efforts will be addressed to improve our knowledge in the use of this drug and better guide us in patients'""]","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""The use of Ramucirumab in clinical practice is still limited, probably due to economic burden and the lack of specific biomarkers."",""source_id"":[4]}]}",clinical trial,"[1, 2, 5]","['drug, is vying in the race to metastatic CRC (mCRC) treatment since its approval by the Food and Drug Administration (FDA), based on the results of the RAISE study. AREAS COVERED: This article reviews the role of ramucirumab in mCRC, including clinical', 'study. AREAS COVERED: This article reviews the role of ramucirumab in mCRC, including clinical indication, safety issues, and future perspectives. EXPERT OPINION: The use of Ramucirumab in clinical practice is still limited, probably due to economic', 'metastatic disease. Despite the progressÂ\xa0achieved so far, life expectancy continues to be limited in most patients. Ramucirumab, a most recent antiangiogenic drug, is vying in the race to metastatic CRC (mCRC) treatment since its approval by the Food and']","{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[1,2,5]}]}",NP,[],[],"{""fieldresult"":[{""name"":""Num participants"",""value"":""NP"",""source_id"":[]}]}",30917706,"{""enhanced_ver"":""The use of Ramucirumab in clinical practice is still limited, probably due to economic burden and the lack of specific biomarkers (clinical trial)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence is not a meta comment on how the effectiveness was not described; it directly addresses limitations in clinical use."",""The sentence is about the effectiveness of Ramucirumab on Colorectal cancer, as it discusses its clinical use and limitations."",""The sentence is specific enough for experts, mentioning the study type and the context of clinical practice."",""The sentence offers actionable insights for oncologists regarding the challenges in using Ramucirumab in Colorectal cancer treatment."",""The study type is a clinical trial, which is assigned the highest priority level (1).""]}",,999,170,-1,1,1,1,1,5419
"Ramucirumab was not cost-effective compared to standard care, even though it was superior to aflibercept and costed less.","[2, 3]","['was superior to ramucirumab and costed less, but neither were cost-effective compared to standard care.', 'Anti-EGFR administration is not a cost-effective strategy in third-line treatment, even for RAS wild-type mCRCs, compared to best supportive care. Aflibercept was superior to ramucirumab and costed less, but neither were cost-effective compared to']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""Ramucirumab was not cost-effective compared to standard care, even though it was superior to aflibercept and costed less."",""source_id"":[2,3]}]}",Systematic review of economic evaluations,[1],['Economic Evaluation of Monoclonal Antibodies in Metastatic Colorectal Cancer: A Systematic Review.'],"{""fieldresult"":[{""name"":""Type of study"",""value"":""Systematic review of economic evaluations"",""source_id"":[1]}]}",NP,[],[],"{""fieldresult"":[{""name"":""Num participants"",""value"":""NP"",""source_id"":[]}]}",34816395,"{""enhanced_ver"":""Ramucirumab was not cost-effective compared to standard care, even though it was superior to aflibercept and costed less (Systematic review of economic evaluations)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""5""],""rationale"":[""The sentence is not a meta comment on how the effectiveness was not described in the text; it directly discusses the cost-effectiveness of Ramucirumab."",""The sentence is about the effectiveness of Ramucirumab on Colorectal cancer, specifically in terms of cost-effectiveness."",""The sentence is specific enough for experts, mentioning the study type and the context of cost-effectiveness."",""The sentence offers actionable insights for oncologists regarding the cost-effectiveness of Ramucirumab in Colorectal cancer treatment."",""The study type is a systematic review, which is assigned a priority level of 5.""]}",,999,188,-1,1,1,1,5,10639
"Ramucirumab improved patients' QoL and was more cost-effective when the willingness-to-pay threshold was set at US$33,004.",[7],"[""the patients' QoL but was also more cost effective when the willingness-to-pay threshold was set at US$33,004 (the per capita gross domestic product of Taiwan). These patients should be reimbursed for these targeted agents by the National Health Insurance""]","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""Ramucirumab improved patients' QoL and was more cost-effective when the willingness-to-pay threshold was set at US$33,004."",""source_id"":[7]}]}",prospective cohort study,[1],['or ramucirumab) as second-line treatment among patients with metastatic colorectal cancer (mCRC) following the failure of FOLFIRI + bevacizumab as first-line treatment. This prospective cohort study included patients who received a diagnosis of mCRC'],"{""fieldresult"":[{""name"":""Type of study"",""value"":""prospective cohort study"",""source_id"":[1]}]}","39 and 76 patients were included in the targeted and nontargeted agent groups, respectively.",[5],"['was simulated using the annual-cycle Markov decision tree model. Finally, 39 and 76 patients were included in the targeted and nontargeted agent groups, respectively. At 6 months after treatment, QoL of the two groups improved significantly, but the']","{""fieldresult"":[{""name"":""Num participants"",""value"":""39 and 76 patients were included in the targeted and nontargeted agent groups, respectively."",""source_id"":[5]}]}",37818063,"{""enhanced_ver"":""Ramucirumab improved patients' QoL and was more cost-effective when the willingness-to-pay threshold was set at US$33,004 (prospective cohort study; 39 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence does not comment on how the effectiveness was not described; it directly describes the observed effectiveness."",""The sentence is specifically about the effectiveness of Ramucirumab on Colorectal cancer."",""The sentence is specific enough for experts, including cost-effectiveness and QoL improvement."",""The sentence offers actionable insights for oncologists regarding cost-effectiveness and QoL."",""The study is a prospective cohort study with 39 patients, which is classified as level 1.""]}",,999,185,-1,1,1,1,1,5604
FOLFIRI plus RAM demonstrated a median OS of 13.3 months versus 11.7 months with FOLFIRI plus placebo.,[4],"['demonstrated a median OS of 13.3Â\xa0months in patients treated with fluorouracil, levofolinate, and irinotecan (FOLFIRI) plus RAM versus 11.7Â\xa0months in those treated with FOLFIRI plus placebo [hazard ratio (HR), 0.844; 95% confidence interval (CI),']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""FOLFIRI plus RAM demonstrated a median OS of 13.3 months versus 11.7 months with FOLFIRI plus placebo."",""source_id"":[4]}]}","multicenter, single-arm, Phase II clinical trial",[1],"['This multicenter, single-arm, Phase II clinical trial was conducted by the Chubu Clinical Oncology Group (CCOG) at 15 hospitals in Japan. Inclusion criteria were as follows: ageÂ\xa0â\x89¥Â\xa020Â\xa0years; histologically proven adenocarcinoma of the colon or rectum;']","{""fieldresult"":[{""name"":""Type of study"",""value"":""multicenter, single-arm, Phase II clinical trial"",""source_id"":[1]}]}",NP,[],[],"{""fieldresult"":[{""name"":""Num participants"",""value"":""NP"",""source_id"":[]}]}",41359440,"{""enhanced_ver"":""FOLFIRI plus RAM demonstrated a median OS of 13.3 months versus 11.7 months with FOLFIRI plus placebo (clinical trial; 352 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence directly describes the observed effectiveness of Ramucirumab in Colorectal cancer without being a meta-comment on low effectiveness."",""The sentence is specifically about the effectiveness of Ramucirumab on Colorectal cancer, not another condition."",""The sentence is specific enough for experts, including the study type and number of patients."",""The sentence provides actionable insights for practicing oncologists regarding the effectiveness of Ramucirumab in Colorectal cancer."",""The study is a clinical trial with more than one patient, which is level 1 priority.""]}",,999,156,-1,1,1,1,1,5760
"Ramucirumab is used in the treatment of colorectal cancer, but serious adverse effects have been reported, including arterial thrombosis.",[5],"['as an option for treatment of many cancers, including colorectal, lung, and ovarian cancer. However, while a high efficacy of anti-VEGF agents has been reported, serious adverse effects have also been described, including arterial thrombosis,']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""Ramucirumab is used in the treatment of colorectal cancer, but serious adverse effects have been reported, including arterial thrombosis."",""source_id"":[5]}]}",case series,[1],['case series summarizing the outcomes of emergent surgery during chemotherapy. The aim of this study was to clarify the clinical outcomes of emergency surgery for acute abdomen during chemotherapy and identify predictive factors associated with mortality.'],"{""fieldresult"":[{""name"":""Type of study"",""value"":""case series"",""source_id"":[1]}]}",Ramucirumab was used in 2 cases of colorectal cancer.,[0],"['15 were treated with regimens including molecular-targeted anti-cancer drugs (Bevacizumab: 8 cases, Rituximab: 4, Ramucirumab: 2, and Gefitinib: 1).']","{""fieldresult"":[{""name"":""Num participants"",""value"":""Ramucirumab was used in 2 cases of colorectal cancer."",""source_id"":[0]}]}",32760583,"{""enhanced_ver"":""Ramucirumab is used in the treatment of colorectal cancer, but serious adverse effects have been reported, including arterial thrombosis (case series; 2 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""2""],""rationale"":[""The sentence does not comment on the lack of effectiveness description; it reports on adverse effects."",""The sentence is specifically about the effectiveness of Ramucirumab on colorectal cancer."",""The sentence is specific enough for experts, mentioning the study type and number of patients."",""The sentence offers actionable insights for oncologists regarding the safety profile of Ramucirumab in colorectal cancer."",""The study type is a case series with 2 patients, which corresponds to priority level 2.""]}",,999,186,-1,1,1,1,2,9936
"No significant difference in chemotherapeutic efficacy was observed among the three groups, but the AE rate was significantly higher, especially in the FOLFIRI +AFL group than in the FOLFIRI +BEV grou",[8],"['treatments in mCRC patients. No significant difference in chemotherapeutic efficacy was observed among the three groups. However, the AE rate was significantly higher, especially in the FOLFIRI +AFL group than in the FOLFIRI +BEV group. Furthermore, grade']","{""fieldresult"":[{""name"":""Ramucirumab effectiveness"",""value"":""No significant difference in chemotherapeutic efficacy was observed among the three groups, but the AE rate was significantly higher, especially in the FOLFIRI +AFL group than in the FOLFIRI +BEV grou"",""source_id"":[8]}]}",clinical trial,"[0, 3, 4]","['In the current study, no significant difference in chemotherapeutic efficacy was observed among the three groups, similar to the comparison of the phase III trial results. However, the frequency of AEs in the current study was higher, especially', 'phase III trial results. However, the frequency of AEs in the current study was higher, especially neutropenia in the FOLFIRI +RAM group and both hematological and nonhematological toxicity in the FOLFIRI +AFL group than in the FOLFIRI +BEV group. In', 'to predicting the efficacy of secondâ\x80\x90line chemotherapy, they did not serve as biomarkers contributing to the proper use of the three antiangiogenic drugs. In this study, as there was similar chemotherapeutic efficacy among the three groups and promising']","{""fieldresult"":[{""name"":""Type of study"",""value"":""clinical trial"",""source_id"":[0,3,4]}]}",289 patients with metastatic colorectal cancer (mCRC) were treated with Ramucirumab in the study.,[3],"['Two hundred and eightyâ\x80\x90nine mCRC patients who were treated with secondâ\x80\x90line chemotherapies at our hospital, from January 2017 to December 2019 were retrospectively enrolled in the current study. BEV was administered at the recommended dose of']","{""fieldresult"":[{""name"":""Num participants"",""value"":""289 patients with metastatic colorectal cancer (mCRC) were treated with Ramucirumab in the study."",""source_id"":[3]}]}",33347731,"{""enhanced_ver"":""No significant difference in chemotherapeutic efficacy was observed among the three groups, but the AE rate was significantly higher, especially in the FOLFIRI +AFL group than in the FOLFIRI +BEV group (clinical trial; 289 patients)."",""evaluations"":[""NO"",""YES"",""YES"",""YES"",""1""],""rationale"":[""The sentence does not describe a lack of effectiveness but rather reports no significant difference in efficacy among groups."",""The sentence is specifically about the effectiveness of Ramucirumab in Colorectal cancer."",""The sentence is detailed enough for experts, mentioning the AE differences and study type with patient count."",""The sentence provides actionable insights for oncologists regarding AE differences between treatment groups."",""The study is a clinical trial with more than one patient, which is level 1.""]}",,999,256,-1,1,1,1,1,6016
